가맹점명,주소
나따오비까(판교점),13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 130호 
비케이버거,13529) 경기도 성남시 분당구 판교역로 136 (백현동) 힐스테이트판교 101동 1036호 비케이버거 
담북김밥,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 1층 
스시가오_QR,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 2층 
가비정(하동곰탕다동북엇국),13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 2층 
그린쿡_QR,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 지하1층 
더진국(분당정자역점),"13558) 경기도 성남시 분당구 정자일로156번길 6 (정자동) 108,109호 "
방이옥(판교점),13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) A동 209-4호 방이옥 
이베리쿡,13558) 경기도 성남시 분당구 정자일로 162 (정자동) 젤존타워2 201호 
지티에스버거(판교점),"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 지하1층 B117호(삼평동, 에이치스퀘어 S동) "
스타벅스(대전터미널DT점),34572) 대전광역시 동구 성남동 502-2
영심이떡볶이&김밥(판교2호점),13524) 경기도 성남시 분당구 대왕판교로606번길 45 110호 
원조감자탕일미집(판교점),"13494) 경기도 성남시 분당구 판교역로 235 1층 127호(삼평동, 에이치스퀘어 엔동) "
채선당플러스(판교역점),"13524) 경기도 성남시 분당구 대왕판교로606번길 47 (삼평동) 301호(삼평동,SG타워 3층) "
김밥천국(판교테크노밸리점) ,13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 지하1층 B119호 
깡우동(판교유스페이스점) ,"13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 1층 127호(삼평동,유스페이스2) "
맛있는생각(분당2지점),"13637) 경기도 성남시 분당구 성남대로 52 (구미동) 101~102호(구미동,그랜드프라자) "
슬로우캘리(판교점),13494) 경기도 성남시 분당구 판교역로 235 H스퀘어 N동 102호 
예촌한식뷔페_QR,13636) 경기도 성남시 분당구 성남대로 51 (구미동) 1층 
판교면학,13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 유스페이스2 A동 103호 
타코익스체인지_KIOSK,13493) 경기 성남시 분당구 판교역로 240 지하1층 B122-1호 (삼환하이펙스A동) 
빽다방(교보서현점),13591) 경기도 성남시 분당구 분당로53번길 9  에이원프라자 106호 
컴포즈커피(분당서현로데오점),"13591) 경기도 성남시 분당구 분당로53번길 3 1층(서현동, 농업협동조합중앙회) "
동그리 솥뚜껑 삼겹살(유스페이스점),13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) A동 203호 
정샤브_TABLE,13595) 경기도 성남시 분당구 황새울로214번길 8 (수내동) 110호
맘스터치(분당정자역점),13558) 경기도 성남시 분당구 정자일로198번길 26 (정자동) 맘스터치(분당정자역점) 
역전우동0410(정자역점),13558) 경기 성남시 분당구 성남대로331번길 7 정자스타빌딩 102호(정자동) 
하이라이스키친(판교점)_QR,"13488) 경기도 성남시 분당구 판교로319번길 14 (삼평동, 성남판교 경기행복주택) (삼평동, 성남판교 경기행복주택) 상가동 1층 9호 "
청년다방(서현로데오점),13591) 경기도 성남시 분당구 분당로53번길 15 (서현동) 206호 
에슬로우커피(판교점),13524) 경기도 성남시 분당구 대왕판교로606번길 45 (삼평동) 107호 
김밥천국(판교테크노밸리점)_미사용,"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 지하1층 B119호(삼평동,에이치스퀘어 에스동) "
피키샐리,"13449) 경기도 성남시 수정구 창업로 17 (시흥동) A동 지층 B104-3호(시흥동,판교아이스퀘어) "
오늘하루,463869) 경기도 성남시 분당구 정자일로 21 삼라마이다스빌
냄비9단,13615) 경기도 성남시 분당구 돌마로 47 이코노샤르망
냄비9단,"13615) 경기도 성남시 분당구 금곡동 166, 201호 이코노샤르망 "
동압대,"13616) 경기도 성남시 분당구 정자일로 25 금곡동, 대덕프라자2 207,208호 "
장비빔국수(미금점),13616) 경기도 성남시 분당구 정자일로 25 대덕프라자2
스타벅스(분당정자점),13555) 경기도 성남시 분당구 정자동 7번지 두산파빌리온 1층 
뚜레쥬르(분당두산타워점),"13557) 경기도 성남시 분당구 정자일로 155 (정자동,분당두산타워) N동 지하 1층 "
샐러디(분당정자점),13559) 경기도 성남시 분당구 정자일로 140 1층 
녹정 샤브샤브,"13558) 경기도 성남시 분당구 정자로 13 2층 210,211호(정자동 월드비터) "
진수성찬,"13558) 경기 성남시 분당구 정자일로 158 정자동, 백궁프라자2, 2층 204호 "
타키토,"13559) 경기도 성남시 분당구 정자일로 146 정자동, 엠코헤리츠 1단지 101동 1층 A109호 "
김밥나라,13558) 경기도 성남시 분당구 정자일로 158 104(정자동 백궁프라자) 
정직유부(판교점)_KIOSK,13524) 경기 성남시 분당구 대왕판교로606번길 31  1층 123호(삼평동)
자연식당(구도로)_QR,13595) 경기도 성남시 분당구 수내로46번길 22 (수내동) 2층 
에스이커피(기업성장센터점),13449) 경기도 성남시 수정구 창업로 42 (시흥동) 1층 107~109호 
커스텀커피(삼평동점),13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) B동 121호 
패티바이번(판교알파돔타워점),13529) 경기도 성남시 분당구 판교역로 152 (백현동) 1층 
깡우동(분당수내역점),13595) 경기도 성남시 분당구 수내로46번길 11 (수내동) 1층 107호 
상록회관 연탄구이(수내점),13595) 경기도 성남시 분당구 황새울로258번길 32 (수내동) 1층 112호(수내동) 
상아김밥(판교점),13494) 경기도 성남시 분당구 판교역로 235 (삼평동) 1층 
포하임(서현직영점)QR,13591) 경기도 성남시 분당구 서현로210번길 20 (서현동) B1층
알렉산더 스페셜티커피&베이커리,"13590) 경기도 성남시 분당구 황새울로351번길 10, 여암빌딩 1층 101호"
도쿄스테이크(서현역점),"13591) 경기 성남시 분당구 분당로53번길 19 서현동, 피아자코코빌딩 2층 202호 "
이삭토스트(성남분당서현점),"13591) 경기도 성남시 분당구 서현로210번길 16 (서현동, 유성트윈프라자1차) 109호 "
세븐일레븐(서현그린점),"13591) 경기도 성남시 분당구 황새울로342번길 19, 101호 "
세븐일레븐(분당서현본점),"13591) 경기도 성남시 분당구 서현로210번길 2, 102호, 103호 "
북촌손만두(서현점),13591) 경기도 성남시 분당구 분당로53번길 13 (서현동) 105호 
더진국(서현점),13590) 경기도 성남시 분당구 황새울로 337 (서현동) 웰빙프라자 1층 111호 
고봉민김밥인(분당서현로데오점),13591) 경기도 성남시 분당구 황새울로360번길 28 (서현동) 108호 
니뽕내뽕 서현점,13591) 경기도 성남시 분당구 분당로53번길 13 (서현동) 2층 203호(산호트윈스2) 
롤링파스타 서현역점,"13591) 경기도 성남시 분당구 분당로53번길 14 (서현동) 2층 202호,203호,204호(서현동, 서현프라자) "
스타벅스(분당구청점),13591) 경기도 성남시 분당구 서현동 267-3 
스타벅스(서현N타운점),"13590) 경기도 성남시 분당구 서현동 261-5,6 "
스타벅스(서현역점),13591) 경기도 성남시 분당구 서현동 248-5 1층 
스타벅스(분당서현역AK R점),13591) 경기도 성남시 분당구 서현동 263 AK플라자 
신전떡볶이(서현점)_KIOSK,"13591) 경기도 성남시 분당구 분당로53번길 21, 202호"
도미노피자(서현점),"13578)경기도 성남시 분당구 서현로 377 (서현동,거송빌딩 1층)"
우리밀명동칼국수,"13591) 경기 성남시 분당구 서현로210번길 14 서현동, 유성트윈프라자2차 2층 "
비그라운드,"13595) 경기 성남시 분당구 백현로 97, 1층 (수내동, 수내동 다운타운) "
엽기떡볶이(분당서현점)(오더),13591) 경기도 성남시 분당구 서현로 204 2층 209호
가화,"13591) 경기 성남시 분당구 분당로53번길 15 서현동, 산호트윈스 "
진짜장짬뽕,"13595) 경기 성남시 분당구 백현로101번길 12 수내동, 세인프라자 203호 "
커피빈(분당서현점),"13591) 경기도 성남시 분당구 분당로53번길 11 1층2,3호 커피빈(분당서현점) "
오늘초밥(분당서현점)_QR,13591) 경기도 성남시 분당구 분당로53번길 12 (서현동) 2층 210~215호 
랑데자뷰(서현점),13591) 경기도 성남시 분당구 황새울로360번길 19 (서현동) 지하1층
봉추찜닭(분당수내점),"13595) 경기 성남시 분당구 백현로101번길 13 2층 201호(수내동, 월드프라자) "
전주현대옥(서현역점),13591) 경기도 성남시 분당구 분당로53번길 19 (서현동) 105호 
홍콩반점(분당서현점),13591) 경기도 성남시 분당구 분당로53번길 10 동호플라자
춘천본점닭갈비,"13591) 경기도 성남시 분당구 서현로210번길 14 (서현동) 106호, 116-120호(서현동, 유성트윈프라자2차) "
25시 병천순대국,"13591) 경기 성남시 분당구 분당로53번길 15 서현동, 산호트윈스 "
AK플라자(분당점)_식품,13591) 경기도 성남시 분당구 황새울로 360번길 42 
GS25(분당아이원점),13590) 경기도 성남시 분당구 서현동 255-1풍림아이원상가230-1 
GS25(분당한양점),13588) 경기도 성남시 분당구 서현동 91번지 (서현동 91B상가2호) 
GS25(분당시그마점),"13590) 경기도 성남시 분당구 황새울로 307, 102호 (서현동 276-1, 한라시그마파크) "
GS25(분당지웰점),"13594) 경기 성남시 분당구 수내로 39, 상가동 111호 (수내동 1-1, 분당지웰푸르지오) "
GS25(분당제생병원점),"13590) 경기도 성남시 분당구 서현로180번길 20, 1층 (서현동 255-2) "
GS25(분당서현점),13591) 경기도 성남시 분당구 서현동 247-4
GS25(분당에클라트점),"13590) 경기도 성남시 분당구 서현로 184, 1층 111호 (서현동 251-3, 엘지분당에클라트) "
GS25(분당퍼스트점),"13591) 경기도 성남시 분당구 분당로55, 1층 (서현동 266-1) "
GS25(서현금강점),"13568) 경기도 성남시 분당구 서현로 177, 상가 103호 "
GS25(분당웰빙점),13590) 경기도 성남시 분당구 서현동 260-6 
GS25(분당서현CGV점),13590) 경기도 성남시 분당구 서현동 256번지 101-1호 
옥순식당_QR,13591) 경기도 성남시 분당구 황새울로342번길 11 (서현동) 2층 205호 
퀴즈노스(분당서현점),"13590) 경기도 성남시 분당구 황새울로359번길 11 1층 일부(서현동, 에셋플레이스) "
홍이네_QR,13591) 경기도 성남시 분당구 분당로53번길 21 (서현동) 2층 204호 
카레공방(서현CGV점),13590) 경기도 성남시 분당구 서현로180번길 19 (서현동) 101-24호 
마량수산,"13591) 경기 성남시 분당구 서현로 204 2층 204호(서현동, 엘지에클라트2) "
매머드익스프레스(서현역점),13591) 경기도 성남시 분당구 황새울로342번길 11 102호 
서울24감자탕(서현점),"13590) 경기 성남시 분당구 황새울로 315 서현동, DB손해보험 분당사옥 "
일품마라탕,13591) 경기도 성남시 분당구 황새울로360번길 28 2층 205호
CU(서현텍스타워점),"13590) 경기도 성남시 분당구 황새울로319번길 6, 1층 105호(서현동,텍스타워) "
CU(분당서현점),"13591) 경기도 성남시 분당구 분당로53번길 9, 106호, 107호(서현동) "
CU(분당서현역점),"13591) 경기도 성남시 분당구 분당로53번길 21, 126호(서현동,산호프라자) "
CU(분당나우점),"13578) 경기도 성남시 분당구 서현로 357번길 4, 1층(서현동) "
CU(서현아이원점),13590) 경기도 성남시 분당구 서현로170 풍림아이원플러스 
CU(서현솔밭점),13572) 경기도 성남시 분당구 서현로247번길12  (서현동)
뚜레쥬르(카페서현역점),13591 ) 경기도 성남시 분당구 황새울로 332 1층 뚜레쥬르 
콩나물국밥,13591) 경기 성남시 분당구 서현동 248-3 유성트윈프라자2차 1층 108 
파리바게뜨(분당시범점),13589) 경기도 성남시 분당구 돌마로 481 (서현동) 1층 105-2 
버거킹(분당서현점),13591) 경기도 성남시 분당구 분당로 53번길 19 
쉐이크쉑(분당점),13591) 경기 성남시 분당구 황새울로360번길 42 AK플라자 1층 일부 
카레공방(서현점),13591) 경기 성남시 분당구 분당로53번길 10 동호프라자 1층
아티제(분당서현점),"13591) 경기도 성남시 분당구 분당로 55  분당 퍼스트타워 1, 2층 "
카레모리,13591) 경기도 성남시 분당구 황새울로360번길 28 (서현동) 2층 208호
육쌈냉면(서현점),"13591) 경기 성남시 분당구 황새울로360번길 28  2층 202호(서현동, 은성프라자) "
폴인포케 분당서현점,"13591) 경기 성남시 분당구 분당로53번길 12 (서현동, 서현나산플라자) 204호, 205호 "
이태리부대찌개(서현점)_KIOSK,"13591) 경기 성남시 분당구 분당로53번길 14 2층 205,206,207호(서현동, 서현프라자) "
꼬모QR,13591) 경기 성남시 분당구 황새울로360번길 35 서현현대프라자 1층 
죽여주는김치찜김치찌개(서현점),"13590) 경기 성남시 분당구 황새울로 325 서현동, 서현하우비 "
장원막국수(분당서현점)_QR,13590) 경기 성남시 분당구 황새울로319번길 8-4 서현동 
37.5(분당수내점),13594) 경기도 성남시 분당구 수내로 39 2층
미각짬뽕24시_QR,13591) 경기도 성남시 분당구 황새울로330번길 18 (서현동) 1층 
본죽(분당서현점),13591) 경기도 성남시 분당구 분당로53번길 21 산호프라자 1층 
다께야(서현점)_QR,13591) 경기도 성남시 분당구 분당로53번길 19 (서현동) 1층 106호
하오마라,"13595) 경기 성남시 분당구 백현로101번길 16 수내동, 대덕프라자 2층 204호 "
강릉장칼(서현역점),"13590) 경기 성남시 분당구 서현로180번길 19 서현동, 비전월드 "
보배반점 (서현점),"13591) 경기도 성남시 분당구 서현로210번길 16 (서현동) 제1층 111호, 114호, 115호, 116호, 117호, 118호 "
좋은예감,"13591) 경기 성남시 분당구 황새울로360번길 35 (서현동, 현대프라자202,205호) "
북창동순두부(분당서현점),"13590) 경기 성남시 분당구 황새울로335번길 10 서현동, 멜로즈프라자 "
본도시락(서현점),"13591) 경기도 성남시 분당구 황새울로312번길 20 1층 111,112호(서현동) "
싸움의고수(분당수내점),13595) 경기도 성남시 분당구 백현로101번길 12 싸움의고수 분당수내점
보울리쉬(수내DV점),13595) 경기도 성남시 분당구황새울로258번길 43 지하층 107호 
스시바라(수내점),13597) 경기도 성남시 분당구 내정로165번길 38 601동 1층 청구상가162-2호 
매머드커피(분당수내점),"13595) 경기 성남시 분당구 황새울로 224 1층 103호(수내동, 청구블루빌) "
단청김치찜김치찌개,"13595) 경기 성남시 분당구 수내로46번길 11, 1층 109호 (수내동, 대덕글로리) "
정식당,"13595) 경기도 성남시 분당구 백현로 97 104호(수내동, 다운타운) "
남북마라탕&양꼬치,"13595) 경기도 성남시 분당구 황새울로214번길 8 (수내동) 111호,112호 "
밥식구,13595) 경기 성남시 분당구 황새울로258번길 10-7 1층 104호 
메콩타이(분당수내점),"13595) 경기 성남시 분당구 백현로101번길 17, 2층 208호 수내동, 초림프라자 "
본죽&비빔밥cafe(분당롯데점),"13595) 경기도 성남시 분당구 백현로 101번길 12, 1층 106호(수내동, 세인프라자) "
고기를 굽다,"13595) 경기도 성남시 분당구 황새울로258번길 36 2층 201호(수내동, 광진프라자) "
동양정찬,"13595) 경기도 성남시 분당구 황새울로258번길 10-7 1층 105호(수내동, 가나프라자) "
세븐일레븐(수내본점),"13595) 경기도 성남시 분당구 백현로 97, 1층 110호 "
세븐일레븐(분당금호양지점),"13597) 경기도 성남시 분당구 수내로 74,상가동 102호, 103호 "
세븐일레븐(수내쉐르빌점),13595) 경기도 성남시 분당구 수내로 54 1층 102호 
오토김밥(수내점),13595) 경기도 성남시 분당구 황새울로258번길 43 (수내동) 310 
보쌈전문  인사동,13595) 경기도 성남시 분당구 황새울로200번길 26 (수내동) B1 인사동 
나지미돈부리,"13595) 경기도 성남시 분당구 황새울로200번길 32 (수내동) 101호(수내동, 삼라마이다스빌) "
제주몬트락(분당수내점),13595) 경기도 성남시 분당구 황새울로258번길 23 (수내동) 1층 101호 
스타벅스(수내로점),13595) 경기도 성남시 분당구 수내동 8-1 코아빌딩 
스타벅스(수내역점),13595) 경기도 성남시 분당구 수내동 17-1번지 1-2층 
스타벅스(수내점),13595) 경기도 성남시 분당구 수내동 10-1 분당트라팰리스 
스타벅스(수내역1번출구점),"13595) 경기도 성남시 분당구 수내동 6-8, 1~2층 "
맘맘테이블(분당직영점),13595) 경기도 성남시 분당구 황새울로214번길 8 (수내동) 1층 
신베테랑,"13595) 경기 성남시 분당구 백현로101번길 17, 1층 121호 수내동, 초림프라자 "
맥도날드(수내역점),13595) 경기도 성남시 분당구 백현로101번길 29 (수내동) 맥도날드(수내역) 
엘에이북창동순두부(분당수내점),"13595) 경기 성남시 분당구 황새울로258번길 10-7 201 수내동, 가나프라자 "
아날로그팟(수내점),"13595) 경기 성남시 분당구 황새울로258번길 36 108호(수내동, 광진빌딩) "
전주현대옥,13595) 경기도 성남시 분당구 백현로 97 수내동 다운타운
싸다김밥(분당수내역점),13595) 경기도 성남시 분당구 수내로46번길 26 (수내동) 1층 일부 
정샤브,13595) 경기도 성남시 분당구 황새울로214번길 8 1층 110호 
짬뽕지존(수내점),13595) 경기 성남시 분당구 수내로46번길 33 2층(수내동) 
GS25(분당수내본점),13595) 경기도 성남시 분당구 수내동 7-6번지 코리아나빌딩 116호 
GS25(분당코포모점),13595) 경기도 성남시 분당구 수내동 16-3번지 코포모빌딩 103호 
GS25(정자으뜸점),"13609) 경기도 성남시 분당구 백현로144번길 7-6, 1층 일부 (정자동 44-3) "
GS25(분당신성점),"13600) 경기도 성남시 분당구 돌마로366번길 40, 푸른마을상가 107,108,127호 (수내동 74) "
GS25(분당느티점),"13610) 경기도 성남시 분당구 느티로69번길 5, 1층 (정자동 66-13) "
GS25(분당푸른점),"13600) 경기도 성남시 분당구 돌마로 356번길 3, 107,108호 "
GS25(분당한솔마을점),13608) 경기도 성남시 분당구 백현로 234 한일아파트 상가 101호 
GS25(하우스빌점),13595) 경기도 성남시 분당구 수내동 23-1
오코게_KIOSK,"13595) 경기 성남시 분당구 황새울로200번길 9-7 (수내동, 현대판테온I오피스텔) 1층 106호 "
CU(분당수내역점),"13595) 경기도 성남시 분당구 황새울로214번길 8, 1층 108호(수내동,MS프라자) "
CU(수내파이낸스타워점),"13595) 경기도 성남시 분당구 황새울로 258번길 25, 1층 (수내동.수내파이낸스타워) "
CU(수내센티움점),"13595) 경기도 성남시 분당구 수내로 42, 1층 101-1호(수내동, 두산위브센티움2) "
CU(수내트라팰리스점),"13595) 경기도 성남시 분당구 황새울로 234,102호(수내동,분당트라팰리스) "
CU(분당정자중앙점),"13609) 경기도 성남시 분당구 백현로144번길 19-2, 1층(정자동) "
CU(수내푸른숲점),13601) 경기도 성남시 분당구 발이봉북로31번길 2 정일빌딩
CU(분당초림점),13595) 경기도 성남시 분당구 수내로46번길26  (수내동)
CU(정자플라워점),13609) 경기도 성남시 분당구 내정로119번길11-1  (정자동)
버거킹(분당수내점),13597) 경기도 성남시 분당구 내정로 167 
미식당,13597) 경기도 성남시 분당구 내정로165번길 38 금호행복시장 지하 1층 27호 미식당 
양지푸드_QR,"13597) 경기도 성남시 분당구 내정로173번길 11 (수내동, 양지마을) B1층 "
청년다방(수내역점),"13595) 경기도 성남시 분당구 백현로101번길 16 수내동, 대덕프라자 215호 "
오한수우육면가(수내점),13595) 경기도 성남시 분당구 수내로46번길 20 (수내동) 203호 
단가마감자탕,13595) 경기도 성남시 분당구 백현로101번길 16 대덕프라자
돈가스에미치다(수내점),"13595) 경기도 성남시 분당구 백현로101번길 11 1층 105호(수내동, 동현프라자)"
던킨도너츠(수내역점),13595) 경기도 성남시 분당구 백현로101번길 21 던킨도너츠 
더빨강,"13595) 경기 성남시 분당구 수내로46번길 20 101호(수내동, 맛자랑멋자랑) "
수중곳간,13595) 경기도 성남시 분당구 황새울로258번길 32 (수내동) 2층 201호 
샐러디(수내점),13595) 경기도 성남시 분당구 황새울로200번길 9-7 1층 
담소소사골순대육개장(분당점),"13595) 경기 성남시 분당구 수내로46번길 11 수내동, 대덕글로리 "
메가MGC커피(수내역점),13595) 경기도 성남시 분당구 황새울로258번길 32 
장홍규중화요리,"13595) 경기 성남시 분당구 수내로 42, 102호,103호,104호 수내동, 두산위브센티움2 "
후토루(분당수내점),13595) 경기도 성남시 분당구 황새울로200번길 9-7 1층 108호 
동경키친 슈,13595) 경기도 성남시 분당구 백현로101번길 17 (수내동) 2층 205호 
오리랑돼지랑(할매오삼구이),"13595) 경기 성남시 분당구 황새울로258번길 28 수내동, 한도회관빌딩 3층 "
블루핀 튜나,"13595) 경기도 성남시 분당구 황새울로200번길 28 오너스타워, 104호 "
GS25(분당정자타운점),13610) 경기도 성남시 분당구 정자동 59-6번지 
CU(뉴정자하나점),"13610) 경기도 성남시 분당구 황새울로116번길 14, 1호(정자동) "
홍짜장(판교파미어스점),13449) 경기도 성남시 수정구 창업로 17 (시흥동) 2층 
시나본(판교파미어스점),13449) 경기도 성남시 수정구 창업로 17 (시흥동) B동 지하1층103-1호(시흥동) 
콜렉티보 판교테크원점,13529) 경기도 성남시 분당구 분당내곡로 131  판교테크원타워 1층 콜렉티보
브루클린,13494) 경기도 성남시 분당구 대왕판교로 670 107호 유스페이스2
봉피양(판교점),"13494) 경기도 성남시 분당구 판교역로 235 121, 122호 삼평동, 에이치스퀘어 엔동 "
수작,13494) 경기도 성남시 분당구 대왕판교로 670  유스페이스2 B동 B115호 수작 
스튜디오지구,"13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) B116호 스튜디오지구 (지하1층, 유스페이스1)"
투고샐러드(판교유스페이스점),13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 2층 230호 
그래비티 조선 서울 판교 조선델리,13529) 경기도 성남시 분당구 판교역로146번길 2 (백현동) 1층
됐소(판교점),"13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동, 유스페이스2지하1층비101호) "
제이스팟,"13530) 경기도 성남시 분당구 판교역로 152, 알파돔타워3동 3층"
산골밥상족발,"13595) 경기 성남시 분당구 백현로101번길 16, 2층 214호 수내동, 대덕프라자 "
오레노카츠(판교점),"13492) 경기도 성남시 분당구 판교로 372 (삼평동) 104호, 105호"
피카하우스(판교점),13494) 경기도 성남시 분당구 판교역로 235 (삼평동)  104호 
맥도날드(오리역점),13636) 경기도 성남시 분당구 성남대로 45 (구미동) 맥도날드(오리역) 
공차(분당정자역점),"13558) 경기 성남시 분당구 성남대로311번길 3-3, 1층 114호 일부"
규돈(오리역점),"13636) 경기 성남시 분당구 성남대로 51 구미동, 분당포스빌오피스텔 1층 104호 "
춘천진미닭갈비,"13558) 경기도 성남시 분당구 성남대로331번길 13 2층 209호(정자동, 백궁프라자) "
가츠몽(정자점),13555) 경기도 성남시 분당구 성남대로 389 폴라리스빌딩2 
컴포즈커피(분당오리점),13636) 경기도 성남시 분당구 성남대로43번길 10 컴포즈커피(분당오리점) 
늘푸른목장(분당점),13558) 경기 성남시 분당구 성남대로331번길 13 정자동 
소요키친,13558) 경기도 성남시 분당구 성남대로331번길 11-15 (정자동) 2층 
맛있는천국,13636) 경기도 성남시 분당구 성남대로 51 (구미동) 1층 127호 
짱수양꼬치앤짬뽕,"13558) 경기도 성남시 분당구 성남대로331번길 13 (정자동) 102호,103호 "
짬뽕지존(오리역점),13637) 경기도 성남시 분당구 성남대로 36 (구미동) 상가 2층 
황금두꺼비부대찌개,"13558) 경기도 성남시 분당구 성남대로331번길 13 (정자동,백궁프라자(1) 201호) "
조이스키친,"13636) 경기 성남시 분당구 성남대로43번길 10 1층 104호(구미동, 하나EZ타워) "
호프호프,"13636) 경기 성남시 분당구 성남대로 51 118호(구미동, 포스빌118~119호) "
미담,"13558) 경기 성남시 분당구 성남대로331번길 9-13 정자동, 이현빌딩, 1층 "
파리바게뜨(분당정자역대로점),"13558) 경기도 성남시 분당구 성남대로 331번길 3-3, 108호, 109호(정자동) "
빽다방(오리역점)(오더),13637) 경기도 성남시 분당구 성남대로 34 (구미동) 1층 105호
빽다방(분당정자역점)(오더),13558) 경기도 성남시 분당구 성남대로331번길 13(정자동) 1층 108호 
중화요리 셰셰,"13636) 경기도 성남시 분당구 성남대로 51 구미동, 분당포스빌오피스텔 120호 "
바삭돈카츠,"13558) 경기도 성남시 분당구 성남대로331번길 13 1층 112호(정자동, 백궁프라자) "
바삭돈카츠(정자점)_TABLET,"13558) 경기도 성남시 분당구 성남대로331번길 13 1층 112호(정자동, 백궁프라자) "
명가,463870) 경기도 성남시 분당구 성남대로 51
진대감(분당점),13558) 경기도 성남시 분당구 성남대로331번길 3-10 1층 
빽다방(분당정자역점),13558) 경기 성남시 분당구 성남대로331번길 13 1층 108호 
포메인(오리역점),13636) 경기도 성남시 분당구 성남대로 51 (구미동) 1층 
현초밥,"13615) 경기도 성남시 분당구 성남대로171번길 9 금곡동, 골든벨리 109호 "
카페도란,"13636) 경기도 성남시 분당구 성남대로 51, 1층 구미동, 분당포스빌오피스텔 "
후라토식당 (분당정자점),13558) 경기도 성남시 분당구 성남대로331번길 13 (정자동) 2층 203호
유메노 키친,"13636) 경기도 성남시 분당구 성남대로 51, 116호(구미동, 분당포스빌오피스텔) "
부엉이공작소,"13636) 경기도 성남시 분당구 성남대로 51 1층 108호(구미동, 포스빌오피스텔) "
맛있는 초밥집,13558) 경기도 성남시 분당구 성남대로331번길 9-9 (정자동) 1층 104호 
카레코바,13558) 경기 성남시 분당구 성남대로331번길 9-12 정자동 
빽다방(오리역점),13637) 경기 성남시 분당구 성남대로 34 1층 105호
써브웨이(분당정자점),13558) 경기도 성남시 분당구 성남대로 331번길 13 
어반,"13637) 경기 성남시 분당구 성남대로 38 201호(구미동, 케이엔에프코퍼레이션) "
누루(분당정자점),13555) 경기도 성남시 분당구 성남대로 389 폴라리스2빌딩 107호 누루 
7곡 제면소(분당점),13636) 경기도 성남시 분당구 성남대로43번길 10 하나EZ타워
매머드익스프레스(오리역하나EZ타워점),"13636) 경기도 성남시 분당구 성남대로43번길 10, 110호 "
바름,13630) 경기도 성남시 분당구 성남대로 151 (구미동) 114-1호 
한소헌,"13558) 경기도 성남시 분당구 성남대로331번길 3-3 2층 206호(정자동, 젤존타워3) "
삼미당(정자점)_KIOSK,"13558) 경기 성남시 분당구 성남대로343번길 12-8 1층 104호(정자동,미주프라자)"
써브웨이(분당오리역점),13636) 경기도 성남시 분당구 성남대로 43번길 10 
남원추어탕 추담골,"13636) 경기 성남시 분당구 성남대로43번길 10 구미동, 하나EZ타워 212호, 213호 "
별미_KIOSK,"13636) 경기 성남시 분당구 성남대로 51, 114호(구미동, 포스빌)"
롯데리아(정자역점),13558) 경기 성남시 분당구 성남대로331번길 11-3 여민빌딩 5비 
할매순대국(서현점),13590) 경기도 성남시 분당구 황새울로351번길 10 (서현동) 1층 
훅트포케(판교제2테크노밸리점),13449) 경기도 성남시 수정구 창업로 43 1층 훅트포케 판교제2테크노밸리점 
오븐마루엔 일품양평해장국(상대원점)_QR,13217) 경기도 성남시 중원구 갈마치로 215 (상대원동) 지하1층 109호 
멘야카오리(분당정자점),13559) 경기도 성남시 분당구 성남대로 295 (정자동) 107호 
하코야(판교우림점),13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 2층 
해탄(서현역점),"13591) 경기도 성남시 분당구 황새울로360번길 22 (서현동) 1층 104,105,106,107,108호 "
에콥샐러드,13595) 경기도 성남시 분당구 황새울로258번길 29 1층 
컴포즈커피(분당정자역사거리점),13555) 경기도 성남시 분당구 느티로 27 1층 102호 
봄날에청국장,"13555) 경기도 성남시 분당구 정자일로 210 (정자동, 동양정자파라곤) 제1단지상가 지하102호"
미스터 스시,"13556) 경기도 성남시 분당구 정자일로213번길 10 (정자동, 성원상떼뷰리젠시) 101동 102호"
나무김밥,"13558) 경기도 성남시 분당구 느티로 22 (정자동, 백궁동양파라곤) 102호"
피슈마라홍탕(정자역점),13555) 경기도 성남시 분당구 느티로 27 (정자동) 2층 204호 
파리바게뜨(정자카페점),"13555) 경기도 성남시 분당구 정자일로 220 (정자동, 동양정자파라곤) 1층 제2단지 상가 108호 "
김영희동태찜&코다리냉면(수내점),"13595) 경기 성남시 분당구 수내로 42 수내동, 두산위브센티움2 202호, 203호 "
